REGISTRO,ANNO,NUMERO
PG,2023,55938
PG,2023,53932
PG,2023,63958
PG,2023,57895
PG,2023,31027
PG,2023,54856
PG,2023,89860
PG,2023,89273
PG,2023,32529
PG,2023,72591
PG,2023,84434
PG,2023,69353
PG,2023,109860
PG,2023,60574
PG,2023,75980
PG,2023,105820
PG,2023,80018
PG,2023,83953
PG,2023,53988
PG,2023,74715
PG,2023,83192
PG,2023,74352
PG,2023,30527
PG,2023,82797
PG,2023,103818
PG,2023,79957
PG,2023,84874
PG,2023,72522
PG,2023,68463
PG,2023,71484
PG,2023,57624
PG,2023,88000
PG,2023,89916
PG,2023,75504
PG,2023,52134
PG,2023,55885
PG,2023,102022
PG,2023,50798
PG,2023,71801
PG,2023,61517
PG,2023,68726
PG,2023,62114
PG,2023,65326
PG,2023,112751
PG,2023,101697
PG,2023,108424
PG,2023,102003
PG,2023,54607
PG,2023,43395
PG,2023,108343
PG,2023,26600
PG,2023,61690
PG,2023,74274
PG,2023,57035
PG,2023,74161
PG,2023,82313
PG,2023,104574
PG,2023,72631
PG,2023,57271
PG,2023,78315
PG,2023,75939
PG,2023,45780
PG,2023,32624
PG,2023,68200
PG,2023,105443
PG,2023,78180
PG,2023,82174
PG,2023,73388
PG,2023,54774
PG,2023,90993
PG,2023,72830
PG,2023,82798
PG,2023,104515
PG,2023,81811
PG,2023,43941
PG,2023,66594
PG,2023,61661
PG,2023,99198
PG,2023,103991
PG,2023,106972
PG,2023,40825
PG,2023,42304
PG,2023,87161
PG,2023,56545
PG,2023,58286
PG,2023,78702
PG,2023,76958
PG,2023,83626
PG,2023,53494
PG,2023,42091
PG,2023,56175
PG,2023,55055
PG,2023,53948
PG,2023,73687
PG,2023,64766
PG,2023,80653
PG,2023,61442
PG,2023,78871
PG,2023,42816
PG,2023,73589
PG,2023,66288
PG,2023,103384
PG,2023,78905
PG,2023,32328
PG,2023,61367
PG,2023,56714
PG,2023,44796
PG,2023,84811
PG,2023,61237
PG,2023,74346
PG,2023,56852
PG,2023,85431
PG,2023,61858
PG,2023,66350
PG,2023,92598
PG,2023,82551
PG,2023,46949
PG,2023,79729
PG,2023,75215
PG,2023,59259
PG,2023,70136
PG,2023,63220
PG,2023,89623
PG,2023,67643
PG,2023,56633
PG,2023,103344
PG,2023,105241
PG,2023,46573
PG,2023,59050
PG,2023,56946
PG,2023,92496
PG,2023,61850
PG,2023,40824
PG,2023,110126
PG,2023,55817
PG,2023,50517
PG,2023,103351
PG,2023,88571
PG,2023,44515
PG,2023,108421
PG,2023,61454
PG,2023,53551
PG,2023,80201
PG,2023,74133
PG,2023,90989
PG,2023,30676
PG,2023,51827
PG,2023,92619
PG,2023,54379
PG,2023,56771
PG,2023,110143
PG,2023,56516
PG,2023,65730
PG,2023,42507
PG,2023,81690
PG,2023,81700
PG,2023,86443
PG,2023,64063
PG,2023,104278
PG,2023,103164
PG,2023,75669
PG,2023,62653
PG,2023,105025
PG,2023,89611
PG,2023,80374
PG,2023,60803
PG,2023,109990
PG,2023,59925
PG,2023,102405
PG,2023,107452
PG,2023,67622
PG,2023,59662
PG,2023,75738
PG,2023,77089
PG,2023,74191
PG,2023,83994
PG,2023,85865
PG,2023,82617
PG,2023,67546
PG,2023,56587
PG,2023,69461
PG,2023,55874
PG,2023,70901
PG,2023,65648
PG,2023,73021
PG,2023,101729
PG,2023,63139
PG,2023,66808
PG,2023,61842
PG,2023,63110
PG,2023,73168
PG,2023,64363
PG,2023,81983
PG,2023,93438
PG,2023,104125
PG,2023,61180
PG,2023,58985
PG,2023,70413
PG,2023,109342
PG,2023,57646
PG,2023,103477
PG,2023,51266
PG,2023,64917
PG,2023,68353
PG,2023,67542
PG,2023,57062
PG,2023,68822
PG,2023,46289
PG,2023,101513
PG,2023,83896
PG,2023,77667
PG,2023,92302
PG,2023,67842
PG,2023,75759
PG,2023,101234
PG,2023,105465
PG,2023,104940
PG,2023,74930
PG,2023,67408
PG,2023,54460
PG,2023,84170
PG,2023,70528
PG,2023,67404
PG,2023,111561
PG,2023,80314
PG,2023,64527
PG,2023,73694
PG,2023,69468
PG,2023,71846
PG,2023,75649
PG,2023,102935
PG,2023,40640
PG,2023,50908
PG,2023,66905
PG,2023,73070
PG,2023,34026
PG,2023,100300
PG,2023,59583
PG,2023,79929
PG,2023,65031
PG,2023,101566
PG,2023,105294
PG,2023,71589
PG,2023,91962
PG,2023,61293
PG,2023,75248
PG,2023,57798
PG,2023,102485
PG,2023,80751
PG,2023,86180
PG,2023,45620
PG,2023,62026
PG,2023,77636
PG,2023,85174
PG,2023,90063
PG,2023,69769
PG,2023,64217
PG,2023,51166
PG,2023,73387
PG,2023,72998
PG,2023,64798
PG,2023,41545
PG,2023,65851
PG,2023,108746
PG,2023,105849
PG,2023,102893
PG,2023,67242
PG,2023,91194
PG,2023,62831
PG,2023,58501
PG,2023,40545
PG,2023,108104
PG,2023,81767
PG,2023,71627
PG,2023,55054
PG,2023,78862
PG,2023,63690
PG,2023,65166
PG,2023,74763
PG,2023,87637
PG,2023,85857
PG,2023,53937
PG,2023,75908
PG,2023,87364
PG,2023,63714
PG,2023,101611
PG,2023,108443
PG,2023,82300
PG,2023,62871
PG,2023,73409
PG,2023,55211
PG,2023,59746
PG,2023,63260
PG,2023,58883
PG,2023,70840
PG,2023,83373
PG,2023,76047
PG,2023,78925
PG,2023,87930
PG,2023,57621
PG,2023,54066
PG,2023,75641
PG,2023,70462
PG,2023,83390
PG,2023,85146
PG,2023,84543
PG,2023,78868
PG,2023,92064
PG,2023,20013
PG,2023,102641
PG,2023,76517
PG,2023,72761
PG,2023,80563
PG,2023,71586
PG,2023,107375
PG,2023,60373
PG,2023,61950
PG,2023,91286
PG,2023,63330
PG,2023,73643
PG,2023,105701
PG,2023,46837
PG,2023,79479
PG,2023,68859
PG,2023,80795
PG,2023,64991
PG,2023,74851
PG,2023,80688
PG,2023,70611
PG,2023,109148
PG,2023,77472
PG,2023,79134
PG,2023,86283
PG,2023,63618
PG,2023,79813
PG,2023,67293
PG,2023,102936
PG,2023,76823
PG,2023,70215
PG,2023,30707
PG,2023,89806
PG,2023,68946
PG,2023,79505
PG,2023,70988
PG,2023,106018
PG,2023,103931
PG,2023,103728
PG,2023,79144
PG,2023,58697
PG,2023,91611
PG,2023,30981
PG,2023,63403
PG,2023,107516
PG,2023,89321
PG,2023,79141
PG,2023,77679
PG,2023,91549
PG,2023,68874
PG,2023,91606
PG,2023,59030
PG,2023,73142
PG,2023,57461
PG,2023,68307
PG,2023,65731
PG,2023,70197
PG,2023,107971
PG,2023,60187
PG,2023,85774
PG,2023,64405
PG,2023,105722
PG,2023,70674
PG,2023,64228
PG,2023,86823
PG,2023,73366
PG,2023,100653
PG,2023,81750
PG,2023,100610
PG,2023,102196
PG,2023,80494
PG,2023,60991
PG,2023,62531
PG,2023,92705
PG,2023,103917
PG,2023,54577
PG,2023,87724
PG,2023,105341
PG,2023,53513
PG,2023,56628
PG,2023,56368
PG,2023,48089
PG,2023,65629
PG,2023,107892
PG,2023,87852
PG,2023,53113
PG,2023,49515
PG,2023,79333
PG,2023,92858
PG,2023,67968
PG,2023,69430
PG,2023,81909
PG,2023,81905
PG,2023,61478
PG,2023,79856
PG,2023,74827
PG,2023,105212
PG,2023,44736
PG,2023,109054
PG,2023,32865
PG,2023,57076
PG,2023,62889
PG,2023,58209
PG,2023,54534
PG,2023,29922
PG,2023,59270
PG,2023,64823
PG,2023,104664
PG,2023,80645
PG,2023,59548
PG,2023,106881
PG,2023,69405
PG,2023,84590
PG,2023,73695
PG,2023,86931
PG,2023,46318
PG,2023,70965
PG,2023,47301
PG,2023,68107
PG,2023,57705
PG,2023,67265
PG,2023,42864
PG,2023,59940
PG,2023,75762
PG,2023,86255
PG,2023,30333
PG,2023,103710
PG,2023,65756
PG,2023,70906
PG,2023,60984
PG,2023,106978
PG,2023,102682
PG,2023,79036
PG,2023,81012
PG,2023,74387
PG,2023,42615
PG,2023,85134
PG,2023,88027
PG,2023,88360
PG,2023,66196
PG,2023,65495
PG,2023,101600
PG,2023,58481
PG,2023,56109
PG,2023,89266
PG,2023,74208
PG,2023,104922
PG,2023,108133
PG,2023,80436
PG,2023,57231
PG,2023,54223
PG,2023,85464
PG,2023,58717
PG,2023,87078
PG,2023,65946
PG,2023,67597
PG,2023,85228
PG,2023,72007
PG,2023,73420
PG,2023,79411
PG,2023,83222
PG,2023,45925
PG,2023,55041
PG,2023,43192
PG,2023,74279
PG,2023,70370
PG,2023,48124
PG,2023,78438
PG,2023,60150
PG,2023,61537
PG,2023,101876
PG,2023,103470
PG,2023,53976
PG,2023,108461
PG,2023,56336
PG,2023,57475
PG,2023,58840
PG,2023,69010
PG,2023,87365
PG,2023,49321
PG,2023,50722
PG,2023,69334
PG,2023,57940
PG,2023,91851
PG,2023,68498
PG,2023,87265
PG,2023,108644
PG,2023,56014
PG,2023,62647
PG,2023,32342
PG,2023,102328
PG,2023,72543
PG,2023,87681
PG,2023,55750
PG,2023,55419
PG,2023,105285
PG,2023,66477
PG,2023,53985
PG,2023,68081
PG,2023,87664
PG,2023,74511
PG,2023,90954
PG,2023,55237
PG,2023,86303
PG,2023,91047
PG,2023,77980
PG,2023,49836
PG,2023,59127
PG,2023,75196
PG,2023,80483
PG,2023,70256
PG,2023,82636
PG,2023,44070
PG,2023,51548
PG,2023,66522
PG,2023,69337
PG,2023,67456
PG,2023,68577
PG,2023,110905
PG,2023,59302
PG,2023,63792
PG,2023,81689
PG,2023,59013
PG,2023,58860
PG,2023,67957
PG,2023,86689
PG,2023,101136
PG,2023,66502
PG,2023,55093
PG,2023,50830
PG,2023,64786
PG,2023,59022
PG,2023,76267
PG,2023,42072
PG,2023,78940
PG,2023,87896
PG,2023,75585
PG,2023,106839
PG,2023,106017
PG,2023,77093
PG,2023,73153
PG,2023,79792
PG,2023,80639
PG,2023,81283
PG,2023,65010
PG,2023,65887
PG,2023,43995
PG,2023,58171
PG,2023,85969
PG,2023,105615
PG,2023,64914
PG,2023,57140
PG,2023,64676
PG,2023,68788
PG,2023,52343
PG,2023,69670
PG,2023,59368
PG,2023,57581
PG,2023,77188
PG,2023,82734
PG,2023,84814
PG,2023,81727
PG,2023,62256
PG,2023,59085
PG,2023,80839
PG,2023,73494
PG,2023,63074
PG,2023,79503
PG,2023,57457
PG,2023,74364
PG,2023,108776
PG,2023,54456
PG,2023,41018
PG,2023,84717
PG,2023,41943
PG,2023,79790
PG,2023,80131
PG,2023,106218
PG,2023,40903
PG,2023,43324
PG,2023,84051
PG,2023,44435
PG,2023,100534
PG,2023,100985
PG,2023,77421
PG,2023,73017
PG,2023,108497
PG,2023,88275
PG,2023,89727
PG,2023,59489
PG,2023,108142
PG,2023,81212
PG,2023,113216
PG,2023,60557
PG,2023,81764
PG,2023,47283
PG,2023,56084
PG,2023,91136
PG,2023,57772
PG,2023,83930
PG,2023,71875
PG,2023,89031
PG,2023,79791
PG,2023,103924
PG,2023,45493
PG,2023,53629
PG,2023,43470
PG,2023,54760
PG,2023,103792
PG,2023,71266
PG,2023,88770
PG,2023,71065
PG,2023,87634
PG,2023,45110
PG,2023,76595
PG,2023,61731
PG,2023,91630
PG,2023,88660
PG,2023,89620
PG,2023,76371
PG,2023,60464
PG,2023,55090
PG,2023,85970
PG,2023,87474
PG,2023,90100
PG,2023,73257
PG,2023,93459
PG,2023,70806
PG,2023,42528
PG,2023,58728
PG,2023,58280
PG,2023,102300
PG,2023,81177
PG,2023,73039
PG,2023,107731
PG,2023,54617
PG,2023,40470
PG,2023,65907
PG,2023,112669
PG,2023,71400
PG,2023,54317
PG,2023,80556
PG,2023,81193
PG,2023,51562
PG,2023,66599
PG,2023,74572
PG,2023,85148
PG,2023,55978
PG,2023,57307
PG,2023,75643
PG,2023,78257
PG,2023,80728
PG,2023,51683
PG,2023,110772
PG,2023,62680
PG,2023,81715
PG,2023,109033
PG,2023,69648
PG,2023,102185
PG,2023,76436
PG,2023,73700
PG,2023,110029
PG,2023,85599
PG,2023,89898
PG,2023,68771
PG,2023,65862
PG,2023,108895
PG,2023,42068
PG,2023,71677
PG,2023,40253
PG,2023,58726
PG,2023,89841
PG,2023,60981
PG,2023,53443
PG,2023,81527
PG,2023,72825
PG,2023,73002
PG,2023,84550
PG,2023,75666
PG,2023,109132
PG,2023,87366
PG,2023,109242
PG,2023,104560
PG,2023,54562
PG,2023,105037
PG,2023,100795
PG,2023,76962
PG,2023,75640
PG,2023,62590
PG,2023,71794
PG,2023,70338
PG,2023,58287
PG,2023,89702
PG,2023,92872
PG,2023,77535
PG,2023,102045
PG,2023,70457
PG,2023,58494
PG,2023,58514
PG,2023,68944
PG,2023,84627
PG,2023,59075
PG,2023,85796
PG,2023,63761
PG,2023,32248
PG,2023,71286
PG,2023,65956
PG,2023,46083
PG,2023,58587
PG,2023,89203
PG,2023,68730
PG,2023,87025
PG,2023,77794
PG,2023,84637
PG,2023,56711
PG,2023,60701
PG,2023,55219
PG,2023,51546
PG,2023,103971
PG,2023,81058
PG,2023,82852
PG,2023,77561
PG,2023,77078
PG,2023,82210
PG,2023,72985
PG,2023,77218
PG,2023,85085
PG,2023,85417
PG,2023,70000
PG,2023,46846
PG,2023,77370
PG,2023,44813
PG,2023,102392
PG,2023,71860
PG,2023,102749
PG,2023,105420
PG,2023,44976
PG,2023,89529
PG,2023,90378
PG,2023,80902
PG,2023,109507
PG,2023,63131
PG,2023,66420
PG,2023,74598
PG,2023,91140
PG,2023,89354
PG,2023,86558
PG,2023,79122
PG,2023,62143
PG,2023,55482
PG,2023,75500
PG,2023,78952
PG,2023,78490
PG,2023,91237
PG,2023,72613
PG,2023,102919
PG,2023,72675
PG,2023,84052
PG,2023,53951
PG,2023,70658
PG,2023,76522
PG,2023,79686
PG,2023,65568
PG,2023,86351
PG,2023,87282
PG,2023,61948
PG,2023,49627
PG,2023,32497
PG,2023,103839
PG,2023,68149
PG,2023,74400
PG,2023,91017
PG,2023,100902
PG,2023,58687
PG,2023,43778
PG,2023,102211
PG,2023,86095
PG,2023,102302
PG,2023,64799
PG,2023,101599
PG,2023,58600
PG,2023,60112
PG,2023,68108
PG,2023,65336
PG,2023,73303
PG,2023,76852
PG,2023,62019
PG,2023,87728
PG,2023,74142
PG,2023,60132
DETE,2023,2459
PG,2023,51030
PG,2023,45411
PG,2023,71707
PG,2023,83572
PG,2023,57478
PG,2023,92055
PG,2023,57932
PG,2023,103790
PG,2023,101623
PG,2023,72499
PG,2023,40991
PG,2023,85696
PG,2023,71811
PG,2023,72196
PG,2023,82203
PG,2023,89436
PG,2023,64813
PG,2023,87577
PG,2023,63565
PG,2023,52211
PG,2023,41305
PG,2023,105988
PG,2023,54791
PG,2023,58630
PG,2023,46445
PG,2023,74164
PG,2023,103771
PG,2023,76365
PG,2023,76444
PG,2023,60554
PG,2023,103791
PG,2023,48818
PG,2023,106875
PG,2023,104590
PG,2023,85343
PG,2023,103298
PG,2023,84111
PG,2023,102842
PG,2023,72200
PG,2023,63763
PG,2023,73360
PG,2023,82843
PG,2023,53973
PG,2023,92431
PG,2023,61924
PG,2023,55888
PG,2023,67969
PG,2023,69355
PG,2023,75559
PG,2023,82809
PG,2023,66093
PG,2023,50427
PG,2023,53738
PG,2023,53001
PG,2023,76501
PG,2023,46112
PG,2023,93391
PG,2023,92339
PG,2023,82487
PG,2023,79169
PG,2023,101967
PG,2023,75441
PG,2023,73787
DELI,2023,242
PG,2023,65902
PG,2023,69645
PG,2023,61759
PG,2023,58436
PG,2023,66361
PG,2023,108498
PG,2023,107967
PG,2023,55140
PG,2023,64927
PG,2023,79901
PG,2023,59251
PG,2023,53965
PG,2023,59266
PG,2023,53134
PG,2023,106015
PG,2023,79688
PG,2023,99850
PG,2023,87488
PG,2023,69366
PG,2023,87322
PG,2023,29985
PG,2023,60407
PG,2023,108573
PG,2023,73112
PG,2023,84595
PG,2023,66920
PG,2023,73842
PG,2023,82458
PG,2023,84731
PG,2023,75041
PG,2023,50098
PG,2023,55366
PG,2023,51447
PG,2023,58319
PG,2023,87466
PG,2023,53250
PG,2023,72353
PG,2023,89694
PG,2023,71040
PG,2023,65538
PG,2023,101736
PG,2023,67382
PG,2023,105719
PG,2023,92471
PG,2023,104963
PG,2023,78864
PG,2023,46719
PG,2023,66346
PG,2023,78563
PG,2023,79391
PG,2023,49187
PG,2023,106026
PG,2023,54377
PG,2023,71693
PG,2023,40879
PG,2023,78090
PG,2023,93227
PG,2023,85388
PG,2023,67511
PG,2023,57364
PG,2023,107303
PG,2023,84630
PG,2023,59949
PG,2023,63103
PG,2023,107749
PG,2023,52903
PG,2023,109796
PG,2023,68425
PG,2023,100888
PG,2023,103864
PG,2023,52076
PG,2023,72640
PG,2023,106957
PG,2023,60921
PG,2023,76663
PG,2023,102429
PG,2023,104382
PG,2023,102013
PG,2023,85625
PG,2023,81066
PG,2023,55847
PG,2023,73808
PG,2023,47892
PG,2023,68824
PG,2023,86469
PG,2023,56844
PG,2023,76445
PG,2023,61654
PG,2023,58406
PG,2023,108956
PG,2023,65053
PG,2023,58305
PG,2023,111963
PG,2023,90951
PG,2023,71761
PG,2023,55061
PG,2023,101311
PG,2023,55033
PG,2023,76492
PG,2023,68961
PG,2023,74363
PG,2023,108152
PG,2023,55102
PG,2023,80918
PG,2023,46271
PG,2023,50532
PG,2023,109688
PG,2023,67859
PG,2023,90127
PG,2023,56669
PG,2023,85851
PG,2023,58989
PG,2023,51449
PG,2023,108392
PG,2023,62546
PG,2023,90026
PG,2023,61303
PG,2023,69534
PG,2023,61234
PG,2023,63705
PG,2023,73844
PG,2023,53055
PG,2023,71509
PG,2023,77611
PG,2023,91857
PG,2023,108078
PG,2023,91184
PG,2023,66089
PG,2023,72434
PG,2023,52466
PG,2023,55249
PG,2023,53684
PG,2023,70122
PG,2023,76931
PG,2023,105263
PG,2023,89888
PG,2023,69884
PG,2023,87210
PG,2023,80220
PG,2023,73816
PG,2023,69760
PG,2023,90950
PG,2023,80027
PG,2023,56353
PG,2023,68783
PG,2023,105709
PG,2023,61609
PG,2023,75676
PG,2023,75047
PG,2023,57664
PG,2023,103830
PG,2023,64280
PG,2023,72091
PG,2023,61513
PG,2023,62234
PG,2023,76508
PG,2023,59667
PG,2023,108568
PG,2023,79908
PG,2023,66100
PG,2023,72169
PG,2023,59801
PG,2023,47210
PG,2023,56434
PG,2023,42114
PG,2023,63871
PG,2023,57445
PG,2023,57200
PG,2023,89264
PG,2023,52648
PG,2023,45588
PG,2023,99925
PG,2023,83227
PG,2023,100998
PG,2023,76609
PG,2023,84008
PG,2023,78561
PG,2023,72605
PG,2023,75572
PG,2023,102552
PG,2023,61360
PG,2023,48043
PG,2023,65310
PG,2023,105669
PG,2023,101305
PG,2023,74964
PG,2023,41049
PG,2023,71786
PG,2023,64824
PG,2023,107322
PG,2023,109050
PG,2023,67343
PG,2023,107494
PG,2023,57617
PG,2023,91482
PG,2023,89648
PG,2023,83025
PG,2023,104611
PG,2023,43057
PG,2023,106523
PG,2023,79305
PG,2023,77979
PG,2023,72523
PG,2023,52008
PG,2023,59161
PG,2023,61647
PG,2023,71344
PG,2023,68999
PG,2023,43732
PG,2023,100509
PG,2023,103732
PG,2023,32262
PG,2023,68593
PG,2023,76149
PG,2023,64219
PG,2023,71307
PG,2023,105911
PG,2023,60558
PG,2023,69308
PG,2023,87481
PG,2023,30359
PG,2023,51688
PG,2023,56064
PG,2023,91816
PG,2023,52455
PG,2023,59434
PG,2023,60566
PG,2023,106022
PG,2023,65665
PG,2023,75542
PG,2023,56346
PG,2023,104025
PG,2023,65484
PG,2023,61191
PG,2023,70491
PG,2023,49418
PG,2023,69588
PG,2023,82170
PG,2023,63620
PG,2023,32582
PG,2023,102342
PG,2023,53204
PG,2023,44289
PG,2023,104501
PG,2023,67830
PG,2023,85432
PG,2023,60900
PG,2023,63399
PG,2023,91489
PG,2023,101684
PG,2023,66218
PG,2023,58510
PG,2023,105481
PG,2023,61831
PG,2023,87054
PG,2023,107111
PG,2023,102904
PG,2023,100764
PG,2023,101365
PG,2023,78839
PG,2023,63447
PG,2023,109153
PG,2023,89833
PG,2023,75728
PG,2023,79969
PG,2023,84849
PG,2023,107701
PG,2023,57278
PG,2023,63432
PG,2023,104466
PG,2023,78665
PG,2023,53658
PG,2023,69104
PG,2023,84641
PG,2023,69599
PG,2023,86508
PG,2023,77889
PG,2023,53761
PG,2023,105057
PG,2023,108594
PG,2023,63910
PG,2023,48409
PG,2023,48036
PG,2023,86683
PG,2023,72024
PG,2023,56703
PG,2023,70106
PG,2023,46281
PG,2023,89408
PG,2023,54769
PG,2023,100511
PG,2023,51458
PG,2023,101524
PG,2023,89161
PG,2023,78733
PG,2023,89945
PG,2023,101954
PG,2023,71488
PG,2023,85373
PG,2023,74405
PG,2023,56316
PG,2023,83252
PG,2023,103291
PG,2023,74745
PG,2023,90196
PG,2023,62737
PG,2023,62124
PG,2023,59604
PG,2023,81500
PG,2023,76115
PG,2023,101847
PG,2023,32360
PG,2023,78602
PG,2023,59438
PG,2023,67693
PG,2023,62715
PG,2023,69767
PG,2023,50141
PG,2023,102163
PG,2023,32188
PG,2023,57383
PG,2023,75438
PG,2023,84299
PG,2023,107467
PG,2023,71861
PG,2023,85132
PG,2023,80941
PG,2023,72618
PG,2023,88729
PG,2023,56138
PG,2023,54996
PG,2023,53953
PG,2023,60813
PG,2023,53364
PG,2023,80473
PG,2023,64411
PG,2023,58153
PG,2023,53589
PG,2023,62929
PG,2023,64333
PG,2023,77616
PG,2023,59426
PG,2023,90295
PG,2023,76465
PG,2023,74704
PG,2023,70317
PG,2023,74178
PG,2023,87209
PG,2023,71820
PG,2023,30549
PG,2023,64951
PG,2023,84673
PG,2023,42678
PG,2023,81456
PG,2023,72925
PG,2023,89622
PG,2023,75339
PG,2023,43138
PG,2023,50125
PG,2023,46447
PG,2023,68897
PG,2023,41353
PG,2023,43599
PG,2023,93502
PG,2023,101733
PG,2023,73932
PG,2023,60986
PG,2023,58766
PG,2023,104608
PG,2023,71275
PG,2023,79091
PG,2023,56398
PG,2023,81179
PG,2023,64249
PG,2023,53666
PG,2023,74136
PG,2023,70459
PG,2023,56376
PG,2023,59112
PG,2023,105040
PG,2023,89946
PG,2023,104932
PG,2023,77313
PG,2023,90078
PG,2023,91459
PG,2023,110259
PG,2023,83588
PG,2023,62174
PG,2023,64420
PG,2023,85186
PG,2023,57460
PG,2023,70564
PG,2023,72054
PG,2023,68861
PG,2023,87906
PG,2023,83153
PG,2023,84100
PG,2023,57449
PG,2023,104033
PG,2023,55236
PG,2023,64619
PG,2023,68548
PG,2023,45851
PG,2023,62872
PG,2023,60441
PG,2023,107411
PG,2023,79888
PG,2023,108102
PG,2023,79949
PG,2023,42338
PG,2023,81734
PG,2023,62704
PG,2023,70176
PG,2023,91708
PG,2023,107622
PG,2023,59902
PG,2023,70392
PG,2023,59181
PG,2023,109450
PG,2023,66009
PG,2023,76898
PG,2023,87455
PG,2023,62049
PG,2023,85569
PG,2023,58695
PG,2023,87184
PG,2023,11368
PG,2023,89906
PG,2023,76364
PG,2023,59330
PG,2023,104568
PG,2023,61873
PG,2023,61926
PG,2023,73193
PG,2023,78009
PG,2023,103798
PG,2023,81008
PG,2023,91052
PG,2023,106692
PG,2023,72984
PG,2023,64291
PG,2023,47176
PG,2023,73781
PG,2023,84122
PG,2023,50324
PG,2023,71396
PG,2023,102183
PG,2023,56674
PG,2023,104499
PG,2023,85354
PG,2023,102203
PG,2023,103122
PG,2023,64076
PG,2023,104240
PG,2023,80448
PG,2023,66036
PG,2023,85628
PG,2023,56713
PG,2023,41153
PG,2023,86687
PG,2023,59039
PG,2023,61532
PG,2023,77333
PG,2023,64074
PG,2023,109162
PG,2023,72598
PG,2023,104316
PG,2023,81972
PG,2023,77429
PG,2023,77066
PG,2023,58082
PG,2023,62850
PG,2023,80772
PG,2023,56477
PG,2023,66595
PG,2023,66090
PG,2023,73470
PG,2023,55969
PG,2023,64104
PG,2023,70933
PG,2023,86542
PG,2023,80495
PG,2023,55532
PG,2023,87859
PG,2023,76777
PG,2023,53387
PG,2023,108679
PG,2023,83489
PG,2023,84838
PG,2023,62352
PG,2023,69465
PG,2023,90537
PG,2023,57737
PG,2023,101085
PG,2023,62344
PG,2023,102551
PG,2023,61635
PG,2023,42313
PG,2023,44396
PG,2023,61839
PG,2023,107946
PG,2023,75255
PG,2023,73034
PG,2023,102525
PG,2023,87837
PG,2023,76017
PG,2023,44235
PG,2023,60970
PG,2023,78801
PG,2023,74130
PG,2023,102264
PG,2023,104324
PG,2023,81224
PG,2023,89633
PG,2023,89561
PG,2023,72693
PG,2023,74258
PG,2023,62288
PG,2023,55786
PG,2023,84597
PG,2023,100723
PG,2023,110147
PG,2023,90184
PG,2023,53496
PG,2023,108579
PG,2023,66424
PG,2023,80614
PG,2023,63065
PG,2023,75677
PG,2023,62746
PG,2023,79911
PG,2023,62281
PG,2023,71665
PG,2023,65171
PG,2023,79894
PG,2023,91928
PG,2023,91004
PG,2023,65096
PG,2023,101775
PG,2023,65975
PG,2023,91299
PG,2023,57988
PG,2023,62300
PG,2023,111968
PG,2023,109832
PG,2023,56332
PG,2023,86317
PG,2023,87861
PG,2023,76502
PG,2023,81137
PG,2023,55020
PG,2023,101649
PG,2023,110007
PG,2023,91830
PG,2023,70452
PG,2023,86121
PG,2023,108846
PG,2023,58914
PG,2023,57194
PG,2023,82888
PG,2023,75692
PG,2023,70135
PG,2023,61415
PG,2023,91480
PG,2023,64737
PG,2023,81426
PG,2023,59412
PG,2023,58311
PG,2023,56937
PG,2023,66076
PG,2023,109859
PG,2023,43280
PG,2023,84647
PG,2023,78596
PG,2023,49395
PG,2023,69897
PG,2023,30625
PG,2023,100886
PG,2023,82984
PG,2023,79706
PG,2023,54784
PG,2023,68978
PG,2023,86794
PG,2023,59396
PG,2023,106816
PG,2023,106734
PG,2023,87642
DELI,2023,293
PG,2023,77785
PG,2023,79895
PG,2023,41427
PG,2023,86599
PG,2023,54548
PG,2023,83470
PG,2023,56650
PG,2023,85695
PG,2023,61598
PG,2023,49416
PG,2023,66242
PG,2023,87178
PG,2023,65415
PG,2023,68239
PG,2023,54058
PG,2023,108034
PG,2023,106904
PG,2023,44838
PG,2023,103524
PG,2023,72142
PG,2023,107015
PG,2023,87898
PG,2023,107717
PG,2023,59343
PG,2023,66226
PG,2023,56527
PG,2023,41983
PG,2023,93128
PG,2023,53491
PG,2023,46775
PG,2023,57910
PG,2022,92690
PG,2023,71613
PG,2023,68840
PG,2023,40708
PG,2023,67832
PG,2023,56363
PG,2023,83150
PG,2023,55738
PG,2023,111293
PG,2023,105787
PG,2023,83341
PG,2023,45662
PG,2023,76076
PG,2023,53326
PG,2023,106869
PG,2023,89865
PG,2023,89990
PG,2023,81098
PG,2023,53223
PG,2023,66455
PG,2023,17902
PG,2023,72427
PG,2023,103850
PG,2023,84751
PG,2023,102044
PG,2023,90194
PG,2023,90536
PG,2023,71838
PG,2023,62131
PG,2023,57344
PG,2023,53665
PG,2023,66795
PG,2023,83959
PG,2023,63756
PG,2023,63177
PG,2023,84776
PG,2023,74692
PG,2023,84867
PG,2023,90305
PG,2023,69382
PG,2023,86699
PG,2023,75883
PG,2023,90085
PG,2023,58078
PG,2023,109264
PG,2023,77612
PG,2023,104693
PG,2023,61589
PG,2023,60051
PG,2023,60301
PG,2023,81783
PG,2023,52472
PG,2023,74097
PG,2023,103377
PG,2023,66572
PG,2023,62176
PG,2023,64268
PG,2023,82559
PG,2023,41923
PG,2023,70448
PG,2023,73673
PG,2023,78157
PG,2023,85724
PG,2023,75063
PG,2023,68781
PG,2023,81323
PG,2023,64383
PG,2023,110904
PG,2023,105754
PG,2023,56847
PG,2023,65364
